-3.254121708170391591e-01,-4.067652135212989489e-02,7.002688872258481467e+00,-1.113978521102697294e-01,-1.392473151378371618e-02,9.936783284330432675e-01,5.500000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
-2.217847942560670638e-01,-9.242401235818356042e-01,7.022597974236031604e+00,-1.161281486557859260e-01,2.358137442599363837e-02,9.929542647423198476e-01,5.500000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
5.353077586981866975e-01,6.460384141037978090e-02,7.007269522470110701e+00,-1.489243267772034918e-01,-1.851632686514876822e-02,9.886752199450434819e-01,5.500000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
-4.377986132325371593e-01,8.417769505023506849e-01,7.022519079226865024e+00,-1.069496201477023456e-01,-5.146786434202781091e-02,9.929314365505470530e-01,5.500000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
-1.200132083477031708e+00,-1.476922562649028992e-01,7.036586715202021836e+00,-7.478390163388881628e-02,-9.445504511472680581e-03,9.971550283185341979e-01,5.500000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
-1.326738501095940381e-01,-1.766978813643422130e+00,7.078650057748786750e+00,-1.221064357838187731e-01,6.857613771556766991e-02,9.901451063739029612e-01,5.500000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
8.176225975864195306e-01,-1.310589101185155814e+00,7.059742993236755026e+00,-1.687142043613286679e-01,4.752302126663248555e-02,9.845187045944914228e-01,5.500000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.321627625358803959e+00,-3.764630690524670698e-01,7.047266453502464501e+00,-1.939495718817629000e-01,2.249902981976506858e-03,9.810089201956588845e-01,5.500000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.192118933507554823e+00,6.821265067669822768e-01,7.047216838818230578e+00,-1.876199546247274696e-01,-4.952898278531537440e-02,9.809921673952690657e-01,5.500000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
4.778150024820933539e-01,1.467173345059703315e+00,7.059611458174907206e+00,-1.522190009479801043e-01,-8.738862077085979285e-02,9.844758019932061677e-01,5.500000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
-5.544254128279008098e-01,1.681019108895822844e+00,7.078484314261181964e+00,-1.019072004379977525e-01,-9.658611013590062688e-02,9.900939580805981910e-01,5.500000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
-1.514860258977855700e+00,1.236165690669730921e+00,7.095802131686379077e+00,-5.648959539793461243e-02,-7.421714377999644174e-02,9.956408695814558119e-01,5.500000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
-2.032181943131115887e+00,2.955553289587223853e-01,7.105707260685640847e+00,-3.282786681427678210e-02,-2.969166533799059288e-02,9.990198877749535411e-01,5.500000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
-1.900823144859497660e+00,-7.785149433897796678e-01,7.105759982977854605e+00,-3.894565867766128231e-02,2.031558220232946438e-02,9.990347905803598216e-01,5.500000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
